翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
hi0560,\C[1]（ほんとはやりたくないけど……,"\C[1](Я очень не хотел, чтобы до этого дошло,",\C[1]（其实我不想这么做……,\C[1](솔직히 내키지는 않지만…,
,　こうでもしないと夕飯にありつけない）,но иначе мне не поесть…),但是不这样，连晚饭都吃不上）,이러지 않으면 저녁을 먹을 수 없어),
hi0561,\C[1]（ザネリの名義で、おかわりの配膳を……,"\C[1](Если я воспользуюсь аккаунтом Занелли,",\C[1]（以札内利的名义，要求再来一份,\C[1](자넬리 명의로 추가 급식을,
,　よし）,то смогу заказать добавку. Просто,……好了）,신청하면…… 됐다.),
, ,ввести его данные и… готово.), , ,
hi0562,\C[1]（これで座れば、,"\C[1](Как только я сяду, П-R-ислуга должен",\C[1]（这样一来，只要一坐下来，,\C[1](이제 자리에 앉아,
,　食事が配膳されるはずだ）,принести еду с минуты на минуту.),应该就会给我送餐了）,있으면 급식이 올 거야),
hi0563,配膳は着席後、自動で行われます。,П-R-ислуга подойдёт обслужить вас,当您落座后，将自动为您配餐。,급식은 착석 후 자동으로 진행합니다.,
,まずはご着席ください。,"автоматически, как только вы сядете.",请您尽快落座。,먼저 자리에 앉아 주십시오.,
hi564,\C[1]（どうしよう？　こんなことしたら、,"\C[1](Если я это сделаю, мой человеческий",\C[1]（做这种事，,\C[1](이런 짓을 하면 또,
,　また人間スコアが下がるけど……）,балл точно сильно упадёт.),又会掉人类评分……）,인간 스코어가 떨어지겠지…..),
hi0565,お待たせしました。オブライエン様。,"Спасибо за ожидание, мистер О'Брайен.",让您久等了，奥布赖恩同学。,"오래 기다리셨습니다, 자넬리 님.",
,追加のお食事です。,"Пожалуйста, наслаждайтесь",这是您加点的饭菜。,추가 식사를 준비했습니다.,
, ,вашей добавкой., , ,
hi566,あ、ああ。ありがとう。,"О, эм… Спасибо.",啊好、好。谢谢。,"아, 응, 고마워.",
hi567,……いまのうちだな。,"Ладно, никто не смотрит.",……趁现在。,……지금이야.,
hi568,\C[1]（ザネリに気付かれたら面倒だけど。,"\C[1](Занелли бы мне устроил, если бы",\C[1]（要是被札内利发现会很麻烦。,"\C[1](자넬리가 알면 귀찮아지겠지만,",
,今は、こうするしかない……）,"поймал меня, но у меня нет выбора.)",但现在也只有这个办法……）,지금은 다른 방법이 없어……),
hi569,……, … ,……,……,
hi570,よう。,Что это у нас тут?,哎呦。,이봐.,
,“生き残り”くん。　　,"Это ""Единственный Выживший"" выживает",这不是咱们“大难不死的幸存者”嘛。,찌끄레기.,
, ,себе потихоньку., , ,
hi571,それ、俺の飯のはずだけど。,"Не помню, чтобы я разрешал тебе",你手里那盘，是我的饭哎。,거긴 내 자리거든.,
,返してくれない？,есть мою еду. С чего бы?,别捧着不放好吗？还给我啊。,나오시지 그래?,
hi572,\C[1]（くそ、バレた——）,"\C[1](Чёрт, теперь у меня крупные",\C[1]（该死，暴露了——）,"\C[1](젠장, 걸렸나…)",
,,неприятности.),,,
hi573,……おい、聞こえねえのか？,"\C[1](Чёрт, я так и знал, что это ловушка!)",\C[1]（可恶，果然是给我设的套）,"\C[1](젠장, 역시 함정이었나)",
,泥棒。スコアはなくても耳はあんだろ？,Алло-о-о? Земля вызывает Джованни!,……喂，你是聋了吗，小偷？,"…이봐, 안 들려? 좀도둑.",
, ,Ты слушаешь?, , ,
hi574,絵画変更,Сменить картину,更换画作,그림 변경,
hi0575,突き飛ばす,Толкнуть,推倒它,들이받는다,
hi0576,配膳申請,Заказать еду,申请配餐,급식을 부탁한다,
hi0577,そんな余裕はない！,У меня нет на это времени!,没有那个空闲！,지금은 안 돼!,
hi0578,マジで聞こえないのか？,"Твой балл настолько низкий,",真聋了是吧？,정말 귀 먹었냐?,
,なら……,что ты меня не слышишь?,那就……,그렇다면......,
, ,"Ну, я сегодня щедрый...", , ,
hi0580,こういうことすると,Вот как ты получаешь более высокий балл?,原来做这种事，,이런 행동을 해야,
,スコアが高くなるんだね。,"Ценю советы, Занелли.",就能赚很多分数啊。,스코어가 오르는구나.,
,勉強になるよ。,Я определённо их учту.,学到了。,좋은 걸 배웠어.,
hi0581,……\.\.勿体ないな。,Какой беспорядок...,……\.\.多浪费啊。,……\.\.아까워라.,
,落ちたじゃないか……,,都掉到椅子上了……,떨어졌네……,
hi0582,\T[2]Rの行動阻害は厳禁です。人間スコア-5,\T[2]Создание R-помех запрещено. Человеческий балл -5.,\T[2]严禁妨碍R的行动。人类评分-5,\T[2]R에게 위해를 가하지 마십시오. 인간 스코어-5,
