翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
hi0467,……大量の本、ジュースの缶、,"Внутри куча книг, банка",……里面堆满了书，还有空的果汁罐，,"……많은 책과 주스 캔,",
,それに怪しい謎のビン。,газировки и странно выглядящая бутылка.,还有不知道装什么的瓶子。,수상한 병이 있다.,
,本は全部、推理小説だ。,Все книги – детективные романы.,所有的书都是推理小说。,책은 모두 추리 소설이다.,
ho574,……完全に私物化されてる。,"Это общественное место, но…",……这柜子彻底被他霸占了啊。,……완전 자기 것처럼 사용하네.,
ho575,いいのか？　こんなに堂々と……,"Очевидно, Марсо не очень-то любит делиться.",没问题吗？这么明目张胆……,이렇게 당당히 써도 되나……?,
,それに、なんだ……？　このビン。,"И что, чёрт возьми, в этой бутылке?",而且这瓶东西又是什么……？,그리고 이 병은…… 뭐지?,
ho576,これは……,Дай-ка посмотреть…,这是……,이건……,
,消毒用エタノールだな。,Это этаноловый дезинфицирующий спрей.,乙醇消毒液。,소독용 에탄올이네.,
ho577,エタノール……！？,…Этанол?!,乙醇……？！,에탄올……?!,
ho578,…\.…\.…\.…\.\.って、,.\..\..\.,…\.…\.…\.…\.\.乙醇……,…\.…\.…\.…\.\.,
,なんだ？,"Что это, говоришь, такое?",是什么？,그게 뭔데?,
ho579,はは。おまえ、世間知らずだな。,"Ха-ха, ну ты прям как с луны свалилась.",哈哈，我还以为你见识不少呢！,"하하, 너, 정말 모르는 게 많구나.",
,エタノールはアルコールの一種だよ。,"Этанол – это тип спирта, но не тот,",乙醇就是酒精的一种。,에탄올은 알코올 종류 중 하나야.,
,人間が飲む＂酒＂の主成分。,который люди пьют для веселья.,是人类喝的“酒”的主要成分。,"인간이 마시는 ""술""의 주요 성분이지.",
ho580,あ。酒……ってわかるか？,"Эм, погоди-ка, ты ведь знаешь, что такое алкоголь, да?",啊……酒是什么你知道的吧？,"아, 술…… 이 뭔지는 알지?",
ho581,ば、バカにするなよ！,"К-Конечно, знаю! Я не настолько наивна!",别、别把我当傻瓜！,"바, 바보 취급 하지 마!",
,それくらいは知ってるさ。,Да ну тебя…,酒我还是知道的。,그 정도는 알아.,
ho582,ははは。ま、これは酒じゃないけどな。,"Ха-ха-ха! В общем, это не для питья.",哈哈哈。虽然这个不是酒。,"하하하. 뭐, 이건 술은 아니야.",
,純度を高くしたものは、,"Это высококонцентрированный спирт,",这东西经过提纯之后，浓度变高，,순도가 높은 에탄올은,
,消毒液としてもよく使うんだ。,который часто используется как дезинфектор.,就可以拿来消毒什么的。,소독용으로 자주 쓰이거든.,
ho583,……でも、エタノールが,Но я всё равно не понимаю…,……可是，,"……그런데, 에탄올이",
,なんでこんなところに……,Зачем кому-то здесь этанол?,为什么这种地方会有乙醇？,어째서 이런 곳에……,
ho584,さあなあ。,"Кто знает? Может, потому что они нервные?",谁知道呢？,글쎄.,
,神経質なやつなんじゃないか？,"Или, может, просто чистюли до мозга костей.",没准这人比较敏感？有洁癖之类的。,꽤 예민한 녀석 아닐까?,
ho585,神経質なやつが、こんなに堂々と,"Он-то нервный, но насчёт чистюли не уверена.",敏感的人，,예민한 사람이 공용 사물함을,
,共用ロッカーを私物化するか？,Занять этот шкафчик ему проблем не составило.,哪会这么明目张胆地霸占公用储物柜……,당당하게 독차지하는 게 말이 돼?,
ho586,……謎だ。,Вот ЭТО настоящая загадка…,……想不通。,……의문투성이네.,
ho587,それよりこれ、,"Которую мы, вероятно, не разгадаем в ближайшее",不管这人了，,"그건 그렇고,",
,何かに使えそうだな。,"время. Но, возможно, мы сможем это как-то",这瓶乙醇看来能派上点用场。,이건 쓸모가 있겠는걸.,
,もらっていこう。,использовать. Давай возьмём с собой.,咱们拿走吧。,가지고 가자.,
ho_Ignium1,p1,Страница 1,第一页,1페이지,
,,"Энергия, необходимая для работы системы отопления и очистки воды",本浴场采用“伊格尼姆”能源系统净化水质，,"이 대형 목욕탕은 ""이그늄"" 방식의",
,この大浴場は、「イグニウム」式エネルギーシステムを利用して,"этого банного комплекса,",调节并维持水温。,에너지 시스템을 사용해 정수 및,
,浄水や温度調整を行っています。,генерируется с использованием энергии игниума.,,온도 조절을 실시하고 있습니다.,
,,,,,
,,Свойства Игниума:,何谓伊格尼姆：,이그늄:,
,イグニウムとは：,"Игниум – кристаллическое вещество, обладающее особыми",发现于莫莉安星的一种结晶体，,이그늄은 모리안 행성에서 발견한,
,イグニウムは、惑星モーリアンで発見された特別な性質をもつ,"свойствами, – был впервые обнаружен на планете Моллия.",具有特殊的性质。,특별한 성질을 지닌 결정체입니다.,
,結晶体です。,,,,
,,"Его структура содержит огромную потенциальную энергию,",结晶内封有蕴含巨大能源的反物质，,이그늄 내부는 막대한 에너지를,
,イグニウムの中には莫大なエネルギーを,заключённую в поле антиматериальных частиц.,,"지닌 ""반물질""로 이루어져 있으며,",
,内包した「反物質」が閉じ込められており、,"Количество энергии, которое можно из него извлечь,",可从中提取出近乎无限的能量。,이 반물질에서 무한에 가까운,
,ここから、無限に近い量のエネルギーを抽出できます。,"настолько велико, что считается почти бесконечным.",,에너지를 뽑아낼 수 있습니다.,
,,,,,
ho_Ignium2,p2,Страница 2,第二页,2페이지,
,,Чистый игниум можно получить из игниевой руды и,本设备中央的结晶体，,중앙에 심은 결정체는 에너지를,
,,использовать для безопасного извлечения заключённой,由纯伊格尼姆及一层人工外壳构成，,안전하게 뽑아낼 목적으로,
,中央に埋め込まれた結晶体は、純イグニウムに人工的に外殻を形成し、,"в нём энергии. Кристалл, питающий этот банный комплекс,",以达到安全提取、利用其能源的目的。,순수한 이그늄에 인공 외피를,
,安全にエネルギーを取り出せるようにしたものです。,является одним из таких кристаллов.,,씌운 것입니다.,
,,,,,
,純イグニウム量はわずか0.1gですが、,"Фактически, всего 0.1 г чистого игниума может генерировать",尽管设备中纯伊格尼姆用量仅0.1g，,"실제 질량은 0.1g에 불과하지만,",
,これだけで1000年間以上、お湯を温かく保つことができます。,"достаточно энергии, чтобы нагревать воду в этом банном",却足以维持热水温度至少1000年。,"이 정도 양으로도 1,000년 이상",
,,комплексе более тысячи лет.,,물 온도를 유지할 수 있습니다.,
