翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
,通称ベン。モーリィ・リースの幼馴染。,Бен был непоколебимым сторонником своей жены,通称“班恩”。莫莉·莉斯的青梅竹马。,몰리 리스의 우주 개척 사업을,
,夫として彼女の宇宙開拓を生涯にわたり支えた。」,"Молли в её космических первопроходческих",作为丈夫，一生支持她的宇宙拓荒事业。,"평생 지원한 소꿉친구이자 남편.""",
,,"начинаниях.""",,,
2ndho117,ボタンを押す,Нажмите кнопку,按下按钮,버튼을 누른다,
2ndho117-2,「デイヴ・クリームマン――,Дэйв Кримсен ,【奶油霜戴维】,데이브 크림맨.,
,モーリィの生み出した陽気なクリーム。,Отважный человечек из взбитых сливок Молли,莫莉创造的奶油霜小男孩，活泼可爱。,몰리가 만든 유쾌한 크림.,
,１万作以上のアニメに出演し、現在も活躍中。」,"снялся на сегодняшний день более чем в 10 000",已参演超过万集动画，现今仍活跃在一线。,"1만 개가 넘는 작품에 출현, 지금도 활약 중.""",
,,"эпизодах!""",,,
2ndho118,「マーク――,Марк,【马克】,마크.,
,モーリィの息子マーク・リースを再現したR。,"Самым первым творением Молли был R, созданный",重现了莫莉之子马克·莉斯音容笑貌的R。,"몰리의 아들, 마크 리스를 재현한 R.",
,モーリィ・リースの発明した最初のRである。」,"по образу её сына, Марка.""",也是莫莉·莉斯所发明的第一个R。,"몰리 리스가 발명한 최초의 R이다.""",
2ndho118-2,動かす,Подвинуть,驱动,움직여 본다,
2ndho118-3,やめておく,Отказаться,算了,그만둔다,
2ndho118-4,看板の裏にR-codeを見つけた。,За стойкой есть R-код.,在立牌背后发现了R-code。,간판 뒤쪽에서 R-codes를 찾았다.,
2ndho120,いかがですかあ？,Проголодался?,来个冰淇淋吧？,드셔 보시겠어요?,
,ドリーム・アイスクリーム、クリーム味です！,Как насчет мороженого «Мечта Дэйва»?,新鲜现做梦幻甜筒，奶油口味！,크림맛 드림 아이스크림이랍니다!,
,地球時代の味を再現してるんですよ！,"Вкус Земли прямо здесь, на Моллиан!",忠实还原了地球时代的味道哦！,지구 시대의 맛을 재현했죠!,
2ndho121,だってさ。,Слышишь? Настоящее земное мороженое!,它这么说呢。,그렇다는데.,
,買ってやろうか？,Хочешь? Я угощаю!,给你买个尝尝？,살까?,
2ndho122,……いい。,"...Я пас, спасибо.",……不用了。,……그러자.,
2ndho123,アイスクリームワゴンは、,Эта палатка с мороженым безостановочно,自动冰淇淋车仍在运转，,아이스크림 차량이 끊임없이,
,自動でアイスを作り続けている。,"штампует рожки, один за другим.",源源不断地做着冰淇淋。,아이스크림을 만들고 있다.,
2ndho124,……これ、誰が買うんだ？,Здесь никого нет... Кто всё это покупает?,……这些做出来卖给谁啊？,……대체 누가 사가는 걸까?,
2ndho125,……やっぱり変だよ。,,,,
,ここはどうして閉鎖しないんだ？,,,,
2ndho126,さあな……,,,,
,エネルギー資源に余裕は,,,,
,あるんだろうけど。,,,,
2ndho127,誰が、なんのために,,,,
,営業してるんだ？,,,,
2ndho128,……,,,,
2ndho129,……おい。ジョバンニ。,,,,
,うしろ……,,,,
2ndho130,え？,,,,
2ndho131,後ろがどうしたんだ？,,,,
2ndho132,……そのまま。,,,,
,動くなよ。,,,,
2ndho133,……うまくいったみたいだな。,,,,
2ndho134,視覚センサー切替。,,,,
,追跡開始。,,,,
2ndho135,逃げるぞ、ジョバンニ！,,,,
,,,,,
,,,,,
,,,,,
yamaKane1,合計\V[164]e！,Всего потрачено: \V[164]e,总计\V[164]e！,총\V[164]e!,
yamaKane2,+\V[132]e,+\V[132]e,+\V[132]e,+\V[132]e,
yamaKane3,-\V[132]e,-\V[132]e,-\V[132]e,-\V[132]e,
yamaKane4,料金：\V[132]e,Стоимость: \V[132]e,费用：\V[132]e,비용: \V[132]e,
,(残り：\V[164]e),(Осталось: \V[164]e),(剩余：\V[164]e),(잔금: \V[164]e),
yamaKane5,\C[14]\V[165],\C[14]\V[165],\C[14]\V[165],\C[14]\V[165],
yamaSeigen,\C[1](この先は 通行制限されてるみたいだ),"\C[1](Мне нужно разрешение, чтобы пройти дальше.)",\C[1](前面好像不准通行),\C[1](이 앞쪽은 통행 제한 구역 같아),
yamaGoyujikan,あれっ、もうこんな時間か。,"Ого, сколько времени...",啊，都这么晚了。,"어라, 시간이 벌써 이렇게 됐나.",
,広場に戻らないと！,Мне лучше вернуться.,要赶快回广场去！,광장으로 돌아가야 해!,
▼2-02c　DAY2／リースタウン中心地／豪遊イベント,,,,,
yamaGoyu1,モーリアンの空気が,"Ну что, начинаешь понимать,",你也渐渐明白莫莉安这里的,"모리안의 분위기,",
,わかってきたんじゃないか？,что из себя представляет Моллиан?,情况了吧？,잘 알았지?,
yamaGoyu2,元「資本主義」国家の名残でな、モーリアンは,"Эта планета была основана на капитализме,",这里原本是“资本主义”的国家，,"옛 ""자본주의""의 잔재가 남은 곳인",
,スコアがなくてもeさえあれば,"так что балл тут не важен. Ты можешь",就算评分不够，只要手头有e，,모리안은 스코어가 없어도 e만,
,いくらでも豪遊できる場所なんだ！,"делать что угодно, лишь бы у тебя",一样可以到处享受！,있으면 얼마든지 놀고 먹을 수 있어!,
,,было достаточно кэша!,,,
yamaGoyu3,eか……,"Если бы он у меня был, этот кэш...",只要有e……,e라……,
yamaGoyu4,おまえ、スコアと一緒に,"Ой, мой косяк. Тебе же обнулили счет,",你分数被扣光的时候，,"그러고 보니 너, 스코어와 함께",
,一文無しになっちゃっただろ？,"когда твой балл полетел к чертям, да?",连带着也没钱了吧？,돈도 전부 사라졌었지?,
yamaGoyu5,このプリペイドカードをやるよ。,"Держи, используй вместо этого",那这张预付卡给你用吧。,이 선불 카드를 줄게.,
,,криптокарту!,,,
yamaGoyu6,\\アイテム入手：プリペイドカード,\\Предмет получен: Криптокарта,\\获得道具：预付卡,\\아이템 획득: 선불 카드,
yamaGoyu7,よーし！ せっかくだし、ここで,"Ладно, Джо! Раз уж мы здесь, то могли бы",好～！机会难得，,"좋았어! 오랜만에 왔으니,",
,気が済むまで遊ぼうぜ！！,и оторваться на всю катушку!,咱们就在这里玩到厌为止！！,여기서 원 없이 놀아보자고!!,
yamaGoyu8,５分以内に,"Готов поспорить, кто из нас сможет",来比一比谁在五分钟内,5분 동안 누가 더,
,いくら使えるか勝負だ！！,спалить больше кэша за пять минут!,能花更多的钱！！,돈을 많이 쓰나 대결하자!,
yamaGoyu9,え……,серьёзно...?,啊……？,뭐……?,
