翻訳ID,日本語,英語,中国語（簡体字）,韓国語,備考
ho825-11,真剣に捨てる,,,,
ho825-12,ごめん、母さん,,,,
ho825-13,……扉の端にR-codeを見つけた。,There's an R-code on the edge of the door.,……在门的角落里找到了R-code。,문 끝부분에서 R-codes를 찾았다.,
ho825-2,乗り込む,Get on,进去,올라탄다,
ho825-3,やめておく,Stay here,算了,그만둔다,
ho825-4,本当に乗り込む,Get on for real this time,确定进去,이제 올라탄다,
ho825-5,今度こそ乗り込む,Force yourself to get on,这次真的进去,정말로 올라탄다,
ho825-6,真剣に乗り込む,Take a deep breath and get on,下定决心进去,결심하고 올라탄다,
ho825-7,さよなら、母さん,"Goodbye, Mom.",别了……妈妈。,"안녕, 엄마.",
ho826,…………,...,…………,............,
ho827,……,...,……,......,
ho828,銀河鉄道駅へ到着しました。,Now arriving at Galactic Railroad Station.,已到达银河铁道车站。,은하철도역에 도착하였습니다.,
ho829,駅……,The...station...,车站……,여기가 역이구나......,
ho830,行こうぜ。,"All right, then. Let's get a move on.",走吧。,가자.,
ho831,大丈夫か？,"You all right, man?",你可以吗？,괜찮겠어?,
ho832,……\.\.うん。もう大丈夫。,...\.\ Yeah. I'm fine now.,……\.\.嗯。我没问题了。,......\.\.응. 이제 괜찮아.,
ho833,出発まで時間がないんだろ？,"C'mon. The train's leaving soon, right?",很快就要开车了不是吗？,출발 시간까지 얼마 안 남았지?,
,急ごう。,We don't have time to stand around.,抓紧吧。,서두르자.,
ho834,すごいだろ？,Isn't this place awesome?,厉害吧？,엄청나지?,
,誰にも知られてないくせに、,"No one knows about this place, but the",明明这么多年，谁都不知道它的存在，,아무도 존재를 모르는 주제에,
,まだ現役なんだぜ。,trains still run on time.,却还在运行呢。,지금도 움직이고 있다니 말이야.,
ho835,銀河鉄道……,The Galactic Railroad... It's crazy that,银河铁道……,은하철도......,
,学園にこんな場所があったんだ。,this place is really on campus grounds.,学校里还有这样的地方啊。,교내에 이런 곳이 있었구나.,
ho836,今は「カレルレン」の,"True. These days, good ol' Karellen",现在所有人，,"지금은 누구나 ""카렐렌""이",
,管理する移動手段しか,controls all means of transportation.,都只能乘坐卡列伦管理的交通设施。,관리하는 이동 수단 외에는,
,使われなくなっちゃったもんな。,No wonder it's a ghost town here.,你不知道也难怪。,다른 걸 안 쓰지.,
ho837,でもな、この鉄道は、,"But, this railway has been around since",但是啊，这条铁路，,하지만 이 은하철도는,
,R・カレルレンが生まれる,long before R. Karellen was invented.,可是在R·卡列伦诞生的很久以前，,R-카렐렌이 태어나기,
,ずっと前に作られたものなんだ。,It was built in a different epoch. Wild.,就已经存在了哦。,훨씬 전부터 만들어진 거야.,
ho838,紀元前……！？　ってことは、この船は……,Before Karellen?! Are you telling me this,纪元前……？！那也就是说……,"기원전이라고…?! 그럼, 이 열차는…",
,1200年以上、ずっと動いてたのか？,"railway has been running for 1,200 years?",这东西至少已经运作1200年了？,1200년 넘게 계속 작동했다 그거야?,
,なんのために？,Who built it? And why?,为什么？用来做什么啊？,무슨 목적으로?,
ho839,さあな。しかも面白いことに……,Beats me... But you know the best part?,谁知道呢？更有意思的是……,글쎄다. 그리고 재미있게도......,
,この船の存在を、カレルレンは＂知らない＂んだ。,Karellen has no idea this place exists.,卡列伦啊，竟然“不知道”这东西的存在。,"카렐렌은 이 녀석의 존재를 ""몰라"".",
,不思議だよな？,It feels straight out of a fairy tale...,很不可思议吧？,신기하지?,
ho840,どうした？,"Hey, now. Don't look so worried.",怎么了？,뭐 하고 있어?,
,早く鉄道を調べてみようぜ。,"Lighten up, let's explore a little!",快好好看看列车啊。,빨리 철도를 조사해 보자고.,
ho841,この扉はロックされています。,The door is locked.,此门上锁。,문이 잠겼습니다.,
ho842,……ロックされてるか。,Huh. Locked up tight...,……锁着么？,......잠겨 있네.,
,まあ、当然だな。,Guess that would've been too easy.,不过也很正常。,"뭐, 그렇겠지.",
ho842-2,R-codeは……これか？,This must be the R-code...,R-code……是这个么？,R-codes…… 이거 아냐?,
,『make everyone happy』,"It's ""make everyone happy""...",make everyone happy,make everyone happy,
ho843-2,ロック解除,Unlock,打开门锁,문의 잠금 장치를 해제한다,
ho843,じゃ、ジョバンニ。,"Good thing I've got you around, Giovanni.",那么，乔班尼。,"그럼, 조반니.",
,よろしく！,Do your thing!,拜托你啦！,잘 부탁한다!,
ho844,どうした？,Don't tell me you've got cold feet now.,怎么啦？,뭐 하고 있어?,
,早くハッキングしちゃおうぜ！,"Hack that door, pronto!",赶快用你的本事黑进去啊！,빨리 해킹하자고!,
ho844-2,車両を眺める,Inspect the train,观望车辆,차량을 본다,
ho845,…………,...,…………,............,
ho845-a,よく見ると、看板に,"Upon further inspection, there's an R-code",仔细观察可以发现，,"잘 보니, 차량판에",
,コードが書いてある。,on the sign.,看板上写着R-code。,R-codes가 적혀 있다.,
,「make everyone happy」,"It's ""make everyone happy""...",“make everyone happy”,"""make everyone happy...""",
ho846,……ダメだ。こいつを動かすには,"Ugh, my current permissions aren't enough.",……不行，想驱动这东西，,......틀렸어. 이걸 움직이려면,
,管理者権限を奪わないと。,I'll need to gain administrator access...,必须夺取管理员权限。,관리자 권한을 얻어야 해.,
ho847,R-ticketを使おう。,Guess I'll use the R-ticket program...,用R-ticket吧。,R-ticket을 사용하자.,
ho856,……！,...!,……！,......!,
ho857,……これで開いたはずだ。,...It should be unlocked now.,……应该开了。,......이제 열렸을 거야.,
,鉄道に乗り込もう。,"Time to ride the rails, I guess.",我们上车吧。,철도에 올라타자.,
ho858,やるじゃないか！,"Atta boy, Gio! You really are Ihatov's son",很厉害嘛！,제법인데!,
,さすが、スタイラスの息子だな！,aren't ya?,不愧是斯泰拉斯的儿子！,과연 스타일러스의 아들다워!,
ho858_sa,やるじゃないか！,"Attaboy, Gio! You really are the son of a",很厉害嘛！,제법인데!,
,さすが、あの人の息子だな！,"legend, aren't ya?",不愧是那个人的儿子！,과연 그 사람 아들다워!,
ho859,おまえに依頼して正解だった。\.\.\!,I was right on the money when I hired you!,委托你果然是选对人了。\.\.\!,너에게 의뢰한 게 정답이었네.\.\.\!,
,ロックを外せるやつがいないと,If I didn't have someone to help with the,要是找不到能开锁的家伙，,잠금 장치를 풀 녀석이 없어서,
,色々めんどうだったんだ。,"locks, this woulda been a pain in the ass.",各方面都会很麻烦啊。,여러모로 골치아팠거든.,
ho859_sa,おまえに依頼して正解だった。\.\.\!,I was right on the money when I hired you!\.\.\!,委托你果然是选对人了。\.\.\!,너에게 의뢰한 게 정답이었네.\.\.\!,
,ロックを外せるやつが必要だった。,The locks woulda been a pain without you.,计划里必须得有人开锁才行。,잠금 장치를 풀 사람이 필요했거든.,
ho860,……\.\.依頼？\.\.,"...\.\.What do you mean, ""hired""?\.\.",……\.\.委托？\.\.,......\.\.의뢰라고?\.\.,
ho861,時間がない。急げ！,Never mind that. We've gotta get going!,没时间了，快走！,"시간 없어, 서둘러!",
ho862,そうだ。行き先は？,"Ah, right... Where are we headed, anyway?",对了，我们要去哪里？,맞다. 행선지는?,
ho863,行き先は……,"Drumroll, please! Our next stop is...",我们要去的是……,행선지는......,
,惑星モーリアン。,Planet Mollian!,莫莉安星。,모리안 행성이야.,
ho863-2,……\.じゃあな。,Looks like it's time for us to go.,……\.拜拜喽。,......\.그럼 나중에 봐.,
ho863-3,また来るよ。,"Don't worry,\. we'll be back.",我还会再来的。,또 올게.,
ho864,解析完了報告,Analysis: Complete,分析完成报告,해석 완료 보고,
hi0497,……よく見ると、不自然な窪みのそばに,"Upon closer inspection, there's an R-code",……仔细一看，,"……자세히 보니, 부자연스럽게",
,R-codeが書いてある。,near a strange crevice.,那个不自然的凹坑旁边写着R-codes。,뚫린 구멍 옆에 R-codes가 보인다.,
hi0498,落とし穴機能オフ,Trap door OFF,关闭陷阱功能,함정 장치를 끈다,
hi0499,\C[1]（なんだこの床の機能。,\C[1](Whoa! Who the hell puts a trap door,\C[1]（这地板带的什么鬼功能？,\C[1](이 통로의 기능은 뭐지?,
,　あ、危なかった……）,function in their floor?!),差点掉进去了，好险……）,"크, 큰일날 뻔했어……)",
hi0500,……嫌な予感がするな。,I've got a bad feeling about this…,……总有种不好的预感。,……안 좋은 예감이 드는데.,
hi0501,どうした？,"What's the matter, bud?",怎么了？,왜 저러지?,
hi0502,あれだけ襲ってきてた掃除Ｒが……,Those Clean-Rs came out in droves before.,刚刚一直不停攻过来的清洁R……,집요하게 쫓아오던 청소 R이……,
,急に静かになった。,But it's WAY too quiet now.,忽然不动了。,갑자기 조용해졌네.,
hi0503,大浴場を直してるのかもしれないけど、,Maybe they're just busy cleaning up the,当然，可能是忙着修复大浴场的缘故，,대형 목욕탕을 고치는 중일 거야.,
,それにしても……,little mess we made in the bathroom? Or…,可就算是那样……,하지만 아무리 그래도……,
hi0504,……そういえば、,"…Come to think of it,",……这么说来，,"……그러고 보니,",
,向こうにカレルレンの基地局（ルビ：ベースステーション）があるな。,Karellen's command terminal is up ahead.,卡列伦的基站就在前面。,저쪽에 카렐렌 기지국(ルビ：베이스 스테이션)이 있었지.,
,用心しよう。,We should be prepared for anything.,我们当心点吧。,조심하는 게 좋겠어.,
hi0506,カレルレン……,Karellen…,卡列伦……,카렐렌……,
,\C[1]（やっぱり、許せない）,\C[1](I'll have my revenge on you yet.),\C[1]（我还是不能饶它）,\C[1](역시 용서할 수 없어),
hi0507,\C[1]（……\.\.\.母さん。）,\C[1](For what you did to Mom.\..\..\.),\C[1]（……\.\.\.妈妈。）,\C[1](……\.\.\.엄마),
hi0508,止まれ。,Stop right there.,停下。,멈춰.,
hi0509,……気をつけろ。,"Look alive, partner.",……当心。,……조심해.,
,周りに――,We've got company.,周围有——,주변에……,
hi0510,……, … ,……,……,
hi0511,まずいな……,Nope. This isn't good…,糟了……,야단났네……,
hi0512,こっちだ！　来い！,This way! Hurry!,这边！跟我来！,이쪽이야! 따라와!,
hi0513,ひっ――！,Gyahhh!,噫——！,히익……!,
hi0514,あいつら、,Looks like we've got those bot bastards,那些家伙，,"저 녀석들,",
,なりふり構わなくなってきたな。\!,all stirred up.\! They don't care at all,越来越不顾体面了啊。\!,이제 체면 따위는 버린 것 같은데.\!,
,＂おれ＂の怪我は許容、か……,about harming me.,允许让“我”受伤了是吗……,내 부상까지 허용했나……,
hi0515,なあ、おまえ。,"You know, I'm a little jealous.",喂，我说。,"이봐, 너.",
,ずいぶん気に入られてるみたいじゃないか。,"When did you get so popular, huh?",卡列伦相当中意你嘛。,카렐렌이 널 너무 좋아하는 것 같은데.,
,カレルレンにさ。嫉妬しそうだ。,Karellen's taken quite a liking to you.,看得我都要吃醋啦。,샘이 날 정도야.,
hi0516,勘弁してくれ！！,They sure have a weird way of showing it!,放过我吧！！,그런 소리 마!!,
hi0517,あいつが、ここまで躍起になるなんて。,I've never seen them up in arms like this.,竟然能让那家伙这么急躁，,저 녀석이 저렇게 필사적일 줄이야.,
,……やっぱり、＂イエハトブ＂は,That must mean that the legends about,……“伊哈托夫”，,"……역시 ""예하토브""는 전설이라",
,伝説的な人間なんだな……,Ihatov were all true…,真的是个传说啊……,불릴 만한 인간이로군……,
hi0518,！,!,！,……!,
,/C[1]（父さん？）,\C[1](My dad?),\C[1]（爸爸的名字？）,\C[1](아빠…?),
hi0519,ともかく……,"But, getting back to the task at hand…",总之……,어쨌든……,
,よし、こっちだ！,It looks like this is the way!,好，走这边！,"좋아, 이쪽이야!",
hi0520,いいか、,Listen up. Stick with me like your life,听着，,잘 들어.,
,おれから離れるなよっ！,depends on it. Because it does!,你可千万别离我太远啊！,내 곁에서 떨어지지 마!,
hi0521,ここは、,This is where the magic happens…,这里是卡列伦的基站。,여기는 카렐렌 기지국(ルビ：베이스 스테이션)이야.,
,カレルレンの基地局（ルビ：ベースステーション）。,Karellen's command terminal.,,여기가 무너지면 기숙사 전체가,
hi0522,ここが壊されれば、寮内一帯が通信不能になる。,Destroying this place will disable all,要是基站被破坏了，宿舍的通讯就会瘫痪。,통신 불가 상태가 되지.,
,もちろん、カレルレン本体との通信も遮断される。,communications with the dorms—including,当然，也会阻断一切和卡列伦主机的通讯。,물론 카렐렌 본체와의 통신도 차단돼.,
,二進法野郎もうかつには踏み込めないはずだ。,between Karellen's main unit and the bots.,所以那些二进制傻蛋应该也不敢贸然进来。,이진법 놈들도 함부로 들어올 수 없지.,
hi0523,カレルレンの基地局を,Destruction of property within Karellen's,温馨提示：,카렐렌 기지국을,
,破壊した場合、,command terminal will result in your,乔班尼·斯泰拉斯同学。,파괴하면 공생,
,あなたは共生プログラムを,immediate disqualification from the,若您破坏卡列伦基站，,프로그램을 받을,
,受講する権利を失います。,Symbiosis Program.,将永久失去共生课程的听讲权。,권리를 잃게 됩니다.,
,,,,,
hi0524,その場合、あなたの,"In addition, your human score will be",这种情况下，,권리가 사라지면,
,人間スコアは永久に,frozen permanently with no chance of,不但您的人类评分,당신의 인간 스코어는,
,復元されず、共生体に,"recovery. You, Mr. Giovanni Stylus, and",永远无法复原，,"평생 복원할 수 없으며,",
,おけるジョバンニ・,all of your family members residing within,您和您的家人，,공생체 조반니 스타일러스,
,スタイラス様および,the Karellenian Symbiote will lose access,也将终身被剥夺,님 및 일가족에 제공되는,
,ご家族様の衣食住や,"to all of the necessities to sustain life,",于卡列伦尼亚共生体,의식주나 의료 등의,
,医療など全ての権利が,"including, but not limited to: food,",穿衣、进食、居住，,모든 권리를 즉시,
,剥奪されます。,"shelter, and medical care.",以及享受医疗服务的权利。,박탈할 것입니다.,
,,,,,
hi0525,ご了承のほど、,Your understanding in this matter is,提请注意。,이 점 양해해 주시기를,
,よろしくお願いいたします。,greatly appreciated.,,부탁드립니다.,
hi0526,カレルレンの基地局を破壊し…,Destruction of property…,温馨提示：若您破坏卡列伦…,카렐렌 기지국을…,
ka002,入る,Enter,进入,들어간다,
mi0006,……じゃあな。,Looks like it's time for us to go.,……拜拜喽。,……잘 있어.,
mi0006_a,また来るよ。,"Don't worry, we'll be back.",我还会再来的。,또 올게.,分割
mi0006_a_sa,さよなら。,So this is goodbye...,永别了。,안녕.,
hi0594aaa,エントランスは,"Hey, Gio! This isn't the",门厅不是这个方向啊。,입구는,
,こっちじゃないぞ。,way to the entrance.,,그쪽이 아니야.,
yama001,shiftキー ： しゃがみ歩き,Crouch: Press Shift,Shift键 ： 蹲下前进,shift키: 웅크리기,
ho_mini1,3,3,3,3,
ho_mini2,2,2,2,2,
ho_mini3,1,1,1,1,
ho_mini4,F I R E !,FIRE!,开火！,FIRE!,
ho_mini5,Level.\v[304],Level \v[304],Level.\v[304],Level.\v[304],
ho_mini6,「FIRE!」の文字が出たら、指示された方向のキーを入力しよう！,"When the word ""FIRE!"" appears, press the designated key!",看到屏幕上出现“开火!”字样时，按下对应的方向键！,FIRE! 표시가 화면에 나타나면 표시 순서대로 방향키를 누르자!,
,時間内に入力できれば早撃ち対決に勝利できるぞ！,"Press the key in time, and you'll win the duel!",只要在时限内按下去，就能比对手早开枪！,제한 시간 내에 모두 입력하면 속사 대결에서 이길 수 있다!,
,ハイスコア目指して頑張ろう！,Try to aim for the highest score!,努力刷新高分纪录吧！,최고 득점을 노려 보자!,
ho_mini7,はじめる,Start,开始,게임 시작,
ho_mini8,あそびかた,How to Play,玩法,플레이 방법,
ho_mini9,ゲームをおわる,Quit Game,退出,게임 종료,
ho_mini9-2, ,,,,1行目は空欄でお願いします
,\>\C[17]                       \{DAVE WIN !              \<\|\^\^\^,\>\C[17]                           \{DAVE WINS!              \<\|\^\^\^,\>\C[17]                       \{DAVE WIN !              \<\|\^\^\^,\>\C[17]                       \{DAVE WIN !              \<\|\^\^\^,
ho_mini10,\>\C[10]                      \{DAVE LOSE...              \<\},\>\C[10]                        \{DAVE LOSES...              \<\},\>\C[10]                      \{DAVE LOSE...              \<\},\>\C[10]                      \{DAVE LOSE...              \<\},
,\>\C[0]                        到達Level: \V[304],\>\C[0]                        Level Reached: \V[304],\>\C[0]                        最终Level: \V[304],\>\C[0]                        최고 Level: \V[304],
,\>                        スコア: \V[308],\>                        Score: \V[308],\>                        得分: \V[308],\>                        점수: \V[308],
ho_mini11, ,,,,1行目は空欄でお願いします
,\>                   \{ハイスコア更新！！,\>                   \{New high score!,\>                   \{刷新最高纪录！！,\>                   \{최고 점수 경신!,
ho_mini12,SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],SCORE: \C[17]\V[309]\C[0] / HIGH SCORE: \C[5]\V[313]\C[0],
hi0923a,光っている対象を選択　：　ハッキング,Hack: Select the glowing target,选择发光物体　：　骇解,빛나는 대상 선택: 선택 대상 해킹,
,,,,,
,,,,,
,,,,,
miniYama1,ホイップクリームの デイブくんは,"Once upon a time, Dave was walking",戴维是一朵快乐的奶油霜。,첫 파티를 경험하고 기분 좋게,
,はじめての パーティで ごきげん。,home merrily from his first-ever party,今天是他第一次出门参加派对。,돌아가는 휘핑 크림 데이브.,
,その かえりみち…。,when suddenly...,可是，就在他高高兴兴回家的路上……,그렇게 집으로 돌아가려는데...,
miniYama2,ウワァーッ！ とつぜん ぶつかってきた,Crash! A cheeky bunny bumped into Dave,哇啊啊——！,앗! 갑자기 나타난 심술쟁이,
,いじわるな ウサギに ぷれぜんとを,and stole all his presents!,爱捣蛋的小兔子故意蹦出来撞他，,토끼가 데이브의 선물을,
,ぜんぶ ぬすまれちゃった！,What a meanie...,还把他收到的礼物全给偷走了。,모두 가지고 가 버렸어요!,
miniYama3,ぷれぜんとを とえりかえさないと！,"Give me back my presents! said Dave,",要赶快把礼物抢回来才行！,선물을 되찾아야 해!,
,デイブくんは  ウサギをおいかけ,as he chased the bunny to the big old,戴维追着小兔子跑呀跑，,데이브는 토끼를 쫓아,
,もりの おやしきに むかうのでした。,manor in the woods.,跑进了森林里的大房子。,숲 속 저택으로 향했답니다.,
miniYama4,ウワァーッ！ ピスタチオだ！,"Oh no! It's Pistachio, Dave cried.",哇啊——！,앗! 피스타치오네요!,
,おなかのすいた ピスタチオが あらわれた！,"Eek, Pistachio looks very, very hungry!",是肚皮空空的比思答！,굶주린 피스타치오가 나타났어요!,
miniYama5,ピスタチオは あまいものが だいすき！,"Sweets are Pistachio's favorite treat,",比思答最喜欢吃甜的了！,피스타치오는 단 음식을 좋아하죠!,
,ホイップクリームの デイブくんは,and no one is sweeter than Dave.,像戴维这样甜甜的奶油霜，,"데이브는 휘핑 크림,",
,つかまったら たべられちゃう！,"Don't get caught, or he'll eat Dave!",要是被他抓住可就惨啦！,잡히면 먹히고 말 거예요!,
miniYama6,デイブくん！,"Run, run as fast as you can!",戴维！趁现在赶快逃跑吧！,데이브!,
,はやく はやく にげなくちゃ！,Don't get eaten by the Pistachio man!,不然会被啊呜一口吞掉的！,빨리 도망쳐요!,
,でも ぷれぜんとも みつけてね。,But don't forget about Dave's presents!,礼物也要记得拿走哦！,하지만 선물도 찾아야겠죠?,
miniYama7,ウワァーッ！  ピスタチオだ！,"Oh, no! It's Pistachio!",哇啊！又是比思答！,앗! 피스타치오네요!,
,さきまわりしてる！,He must've gotten ahead!,他什么时候跑到前面去的？,앞쪽에서 서성이는 모양이에요!,
,このままじゃ デイブくんは…。,What will Dave do now?,这下该怎么办呢……,이대로 가면 데이브가 위험한데...,
miniYama8,あれれ？ デイブくんが,Hmm? What is Dave up to?,嗯嗯？戴维，,어라? 데이브가 손가락으로,
,どこかを ゆびさして…？,He's pointing at something...,你指着那边干什么……？,어딘가 가리키네요...?,
miniYama9,そうだ！ きみだよ。,"Oh! It's not something, it's someone!",哦！他指的是你。,그렇구나! 지금 화면 앞에 있는,
,がめんのまえの きみの でばんだ！,"It's you, in front of the screen!",现在轮到屏幕前的你出场啦！,여러분이 나설 차례예요!,
miniYama10,デイブくんを たすけてあげて！,You can help Dave sneak past Pistachio!,按下键盘上的 SHIFT 键，,데이브를 도와주세요!,
,きみの てもとの SHIFTキーを おすんだ！,"All you need to do is press ""Shift"".",用你的聪明才智帮帮戴维吧！,빨리 SHIFT 키를 눌러 보세요!,
miniYama11,SHIFTキーを おせば,"Press the ""Shift"" key,",只要按下 SHIFT 键，,SHIFT 키를 누르면,
,デイブくんが しゃがむよ！,and Dave will sneak around!,戴维就会蹲下来悄悄前进！,데이브가 몸을 웅크린답니다!,
miniYama12,しゃがんで しげみに かくれれば、,"If he hides behind the trees,",蹲下来之后，被树丛挡住，,몸을 웅크리고 수풀에 숨으면,
,まぬけな ピスタチオは きづかない！,dopey Pistachio won't find him!,笨笨的比思答就看不见他了！,피스타치오에게 들키지 않을 거예요!,
miniYama13,きみの てもとの SHIFTキーで,"Use the ""Shift"" key to help Dave",用你手边的 SHIFT 键，,SHIFT 키를 잘 눌러 가며,
,デイブくんを たすけてあげて！,escape from his hungry hunter!,帮助戴维逃出去吧！,데이브를 도와주세요!,
,でも ぷれぜんとも みつけてね。,But don't forget about Dave's presents!,还有礼物可能也掉在附近。,하지만 선물도 찾아야겠죠?,
miniYama14,ウワァーッ！  うさぎくん！,Hey! Cheeky bunny! Dave yelled.,哇啊——！你这只小兔子！,앗! 토끼야!,
,なんてこと するんだい！？,What'd you do that for?!,怎么可以做出这种事？！,대체 무슨 짓이니?!,
,はしが なくなっちゃった！,Now the bridge is gone!,这样戴维不就没法过桥了吗！,다리가 망가지고 말았네요!,
miniYama15,うしろから ピスタチオが おってくる！,But Pistachio is following close behind.,比思答马上会追过来的，,거기다 피스타치오도 쫓아와요!,
,はやく むこうに にげないと。,"Hurry, we need to get to the other side!",要赶快想办法逃到对面去！,빨리 건너편으로 도망쳐요!,
,でも ぷれぜんとも みつけてね。,But don't forget about Dave's presents!,走之前别忘了拿礼物哦。,하지만 선물도 찾아야겠죠?,
miniYama16,あれ？ なふだが おちてるよ。,Oh? There's a name tag on the ground.,咦？地上有一块姓名吊牌。,어라? 이름표가 떨어져 있네요.,
,<<チョコ>>って かいてある。,The name <<Choco>> is written on it.,上面写着……朱古丽。,<<초코>>라고 쓰여 있어요.,
,デイブくん、おぼえたよね？,"Remember that, Dave!",戴维，你记住了吗？,"데이브, 잘 외워 뒀나요?",
miniYama16B,\C[24]Choco,\C[24]Choco,\C[24]Choco,\C[24]Choco,
miniYama17,おやおや？ つえが おいてある。,What's this? A staff of some sort?,嗯嗯？这里怎么有一根棍子？,어라? 지팡이가 있네요.,
,『まほうのつえの つかいかた』,How to Use a Magic Staff,魔杖的使用说明书……？,마법 지팡이 사용법,
,デイブくんが がんばって よんでみるよ。,Dave does his best to read it aloud.,戴维努力想要看懂上面写的字。,데이브는 열심히 설명서를 읽었어요.,
miniYama18,『まほうのつえを つかうには、,"To use the magic staff, put in the",【如果你想用魔杖施展魔法，,마법 지팡이를 사용하려면,
,　うごかすものの <<なまえ>>を いれて,"<<name>> of what you want to move,",输入想驱动的东西的名字，,떠오른 <<이름>>을 적고,
,　Eキーを おしてね。』,"and press the ""E"" key.""",再按E键就好啦。】,E 키를 누르세요.,
miniYama19,どうしよう。,What should Dave do?,嗯……可是，,이걸 어쩌죠?,
,いい なまえが おもいつかないよ。,He can't think of a good name to use.,想不到要驱动什么。,지금은 떠오르는 이름이 없네요.,
,あたりを さがしてみよう。,Maybe he can look around?,看看附近有什么吧。,주변을 살펴보는 게 좋겠어요.,
miniYama20,さっき おちてた なふだ。,That name tag from before!,对了！刚刚掉在地上的吊牌，,아까 주웠던 그 이름표 말인데요.,
,<<チョコ>>って かいてあったね！,There was a name on it! <<Choco>>!,上面写着朱古丽这个名字！,분명 <<초코>>라 쓰여 있었죠?,
,つえに いれちゃえ。,Let's put it into the magic staff.,把它放到魔杖里面吧。,지팡이에 적어 봐요.,
miniYama21,デイブくん。さっそく,Now Dave can use the magic staff.,好了戴维，,"데이브, 이제 마법 지팡이를",
,まほうのつえを つかってみて！,"Go on, give it a try!",是时候发挥魔杖的威力了！,사용해 보세요!,
,Eキーを おして つかうんだよ！,You can use it by pressing the E key.,要按E键来使用哦！,E 키를 눌러 사용할 수 있어요!,
miniYama22,『タマネギ』って かいてある。,"Oh? Someone wrote ""Onion"" here.",上面写着洋葱头。,양파라고 적혀 있네요.,
,たぶん デイブくんへの わるくちだ…。,Dave doesn't like being called that...,大、大概是在取笑戴维吧……,데이브에게 하는 못된 말 같아요...,
miniYama23,デイブくんは いのち からがら,Dave managed to escape the manor,戴维拼尽全力，,겨우 목숨을 건진 데이브는 무사히,
,もりの おやしきから にげだしました。,by the skim of his cream!,好不容易从大房子里逃了出来。,숲 속 저택을 빠져나왔답니다.,
,その かえりみち…。,And on the way home...,在回家的路上……,그렇게 집으로 돌아가려는데...,
miniYama24,いじわるウサギの チョコちゃんだ。,"It's that cheeky bunny, Choco.",他又碰到了爱捣蛋的小兔子朱古丽。,"심술쟁이 토끼, 초코가 보이네요.",
,かのじょも ぶじ だったんだ。,"It looks like she got out safely, too.",原来她也没有被吃掉啊。,초코도 무사히 빠져나온 것 같아요.,
,デイブくんも ひとあんしん。,Dave sighs in relief.,那就好那就好。戴维松了一口气。,데이브도 마음이 놓였나 보네요.,
miniYama25,あれれ？チョコちゃんが、,Huh? It sounds like Choco wants,嗯嗯？,어라?,
,あやまってるよ。,to apologize.,朱古丽说她要向戴维道歉。,갑자기 초코가 사과를 하네요.,
miniYama26,「タマネギ、ごめんなさい。」,"I'm sorry, Onion.",是我不好，对不起啦，洋葱头。,양파라 불러서 미안해.,
,よかった、なかなおりだ！,Choco and Dave are friends again!,太好了，这样他们就和好啦！,다시 사이좋은 친구가 되었네요!,
miniYama27,でもね、チョコちゃんは,But what's this? Choco is staring at,不过，朱古丽说完对不起，,하지만 초코는 어쩐지 마법 지팡이를,
,まほうのつえを じーっとみてる。,Dave's new magic staff.,却紧紧盯着戴维的魔杖不放。,뚫어져라 쳐다보는 것 같네요.,
,デイブくん、つえは かくしておこうね。,"Better keep that staff hidden, Dave.",戴维呀，你还是把它藏起来比较好。,"데이브, 지팡이는 잘 숨겨 두세요.",
miniYama28,こうして ふたりは なかなおり。,"And so, the two friends made amends.",就这样，两人又成了好朋友。,그렇게 다시 친구가 된 둘은,
miniYama29,ふたりは おうちに かえって,"They both went home together,",他们回到了自己的家，,함께 집으로 돌아와,
,あたたかい ふとんで,"climbed into a warm, cozy bed,",钻进暖乎乎的被窝里，,따뜻한 이불 속에서,
,ねむりについたのでした。,and fell fast asleep.,进入了甜蜜蜜的梦乡。,사이좋게 잠들었답니다.,
miniYama30,おしまい。,The End,完,이야기는 여기까지예요.,
miniYama31,ぷれぜんとの かず : \V[121] こ。,Presents Collected: \V[121],礼物 : \V[121] 个,찾은 선물 수: \V[121]개,
miniYama32,ぷれぜんとの かず : \V[121] こ。,Presents Collected: \V[121],礼物 : \V[121] 个,찾은 선물 수: \V[121]개,
,ぜんぶ みつけたよ！,You found them all!,全都找回来啦！,선물을 모두 찾았네요!,
,やったね！,Good job!,你真棒！,대단해요!,
miniYamaBattleDamage,\{\V[133],\{\V[133],\{\V[133],\{\V[133],
