翻訳ID,キャラ名翻訳ID,投稿時刻,日本語,英語,中国語（簡体字）,韓国語,備考
,,,るんだが、第三者からの意,"good, but I need your",信心的，但也该听听他人的,외부인의 의견도 듣고,
,,,見も聞きたくてな。,opinion. Could you,意见。,싶어서 말이야.,
,,,ぜひ正直な感想を聞かせて,listen to it and tell me,你听听看吧！一定要客观评,꼭 솔직한 감상을,
,,,ほしい！,what you think???,价，不用跟我客气哦！,들려줬으면 좋겠군!,
pc43,ジョバンニ,,……ひどすぎる……,Wow. He's…really bad.,……太难听了吧……,지독하네… 어떻게 불러야,
,,,どう歌ったらこんな音程になるんだ,How'd he manage that?,要怎么唱歌才能跑调成这样？,저런 소리가 나오지?,
pc44,ジョバンニ,,素敵な歌声ですね,You sound beautiful.,你唱得很好,멋진 노래네요,
,,,あまりにもひどい音程です,My ears are bleeding.,调跑天边去了,음정이 너무 끔찍해요,
pc45,ジョバンニ,**:**,素敵な歌声ですね。,You sound beautiful.,你唱得很好啊。,멋진 노래네요.,
,,,いくつか音が外れてる気が,You were off a few times,虽然其中几个音有点跑偏，,음정 몇 개가 엇나간,
,,,しますが、声の大きさには,but it's ok. Your voice,但比起跑调问题，你的嗓门,"것 같지만, 목소리에",
,,,音程以上の絶望的なインパ,will blow everyone's,更震慑人心，恐怕只要开口,음정 이상의 절망적인,
,,,クトがあると思います。,ears out anyway.,就有毁天灭地的威力吧。,임팩트가 있네요.,
pc46,ジョバンニ,**:**,率直に言うとあまりにも,"To be honest, you sound",那我说实话，这调跑得实在,솔직히 말해 음정이,
,,,ひどい音程です。,horribly off-key.,太离谱了。,너무 끔찍해요.,
,,,何故自信があるのか分かり,I'm not sure where you,虽然搞不懂会长你到底是哪,무슨 근거로 자신이,
,,,ませんが、エーミールさんは,"get your confidence,",里来的自信，总之我建议你,넘치시는지는 모르지만,
,,,歌わない方がいいと思います,but don't be a singer.,还是不要上台的好,노래는 포기하세요,
pc47,エーミール,**:**,■□■■□□□■■■□□■,■□■■□□□■■■□□■,■□■■□□□■■■□□■,■□■■□□□■■■□□■,
,,,■■■■■■□□□■■■■,■■■■■■□□□■■■■,■■■■■■□□□■■■■,■■■■■■□□□■■■■,
pc48,AI,**:**,R・カレルレンより、,This month's payment has,您好，以下是一份,R-카렐렌으로부터,
,,,今月の入金のご案内が,not been made as per,来自R·卡列伦的付款操作,이번 달 입금 안내,
,,,ありました。,R. Karellen's notice.,指引。,고지를 받았습니다.,
,,,遅延されているようですが、,Failure to pay within,您本月的支付有所延误。,"기한을 늦추긴 했지만,",
,,,今週中に入金がない場合、,the week will result in,我院已收到警告，若本周内,이번 주 중에 입금이,
,,,治療を停止する旨を,ceasing all treatments.,该款项仍未入账，须立即,없으면 치료를 중단할,
,,,警告されています。,This notice is final.,停止对您家人的医学支持。,것을 권고받았습니다.,
,,,治療のための,"Please transfer 108,000e",治疗所需的保障费为,필요한 치료 보장비는,
,,,"保障費は108,000eです。",in medical fees as soon,"108,000e。","108,000e입니다.",コンマ位置変えてるけど他言語では正しいので翻訳出し直し必要ありません
,,,ご確認をお願いいたします。,as possible. Thank you.,,확인해 주십시오.,
pc49,ジョバンニ,**:**,わかりました。,I understand.,好的。,알겠어요.,
,,,母の容体はいかがですか？,How is my mother doing?,我母亲的状态如何？,어머니는 좀 어떤가요?,
pc50,AI,**:**,ご利用いただき,Thank you for your,感谢您使用我院服务。,확인해 주셔서,
,,,ありがとうございます。,message.,,감사합니다.,
,,,現在、トーシア様は未だ,Ms. Tosia Stylus is,托西娅女士目前仍在昏睡。,토시아 님은 지금도,
,,,昏睡状態が続いており、,still in a coma. Her,各项指标暂未出现明显波,"혼수 상태 중이며,",
,,,容体に変化はありません。,state has not changed.,动。,큰 변화는 없습니다.,
,,, , , , ,
,,,また、R・カレルレンから,We would like to remind,此外，基于来自R·卡列伦,"또한, R-카렐렌의",
,,,の勧告に基づき、,you again that you must,的劝告，我们强烈希望您在,"권고에 따라,",
,,,今週中には入金を,pay your balance in full,本周内付清拖欠的医药费。,이번 주 중에 금액을,
,,,お願いいたします。,by the end of this week., ,보내 주시기 바랍니다.,
,,, , ,, ,
,,,治療が中断されると、,Termination of treatment,治疗一旦中断，可能对您,치료를 중단하면,
,,,ご家族の健康状態に,may have a negative,家人的身体状况造成影响，,가족 분의 건강에,
,,,影響が出る,impact on the patient's,,큰 영향이 발생할,
,,,可能性がございますので、,"well-being. As such, it",,"수 있으므로,",
,,,早めのお手続きを,is recommended that you,因此万望您尽早办理相关,되도록 빠르게,
,,,お願いいたします。,submit payment ASAP.,手续。,처리해 주십시오.,
pc239,ジョバンニ,**:**,送金,Send money,汇款,송금,
pc240,,,** ERROR：所持金が不足しています **,INSUFFICIENT FUNDS,** ERROR：账户余额不足 **,** ERROR: 소지금이 부족합니다 **,
pc241,,,** SUCCESS：送金が完了いたしました **,TRANSFER SUCCESSFUL,** SUCCESS：支付完成 **,** SUCCESS: 금액을 송금하였습니다 **,
pc51,ジョバンニ,,……早く振り込まないと。,"I need to pay, ASAP.",……我得尽早把钱打过去。,…서둘러야겠어.,
pc52,ジョバンニ,,いつもの場所は……,It's right at the bottom...,老地方是在……,늘 접속하던 곳은…,
pc53,AI,**:**,人間スコア不問。,Ready for fun with Dave?,人类评分不限，,인간 스코어에,
,,,いつでも無料！,All scores are welcome!,永久免费收看！,관계 없이 상시 무료!,
,,,ビスケイティアのデイヴ・,"Even better, it's free!",现在就打开香甜脆饼频道，,비스케이티어에서,
,,,アニメを楽しもう！,Tune in for tons of fun!,跟戴维一起畅游动画世界！,데이브 애니메이션을!,
,,,時代を超えて作られ続け、,"We've got all 10,245",跨越时代持续更新，,시대에 걸쳐 제작을 거듭한,
,,,シリーズ全10245話！,episodes now on VSN!,全10245集超长超经典！,"10,245화 전 시리즈 수록!",
pc54,エーミール,**:**,やあ生徒諸君、こんにちは！,A good day to all the fine students at Prima Zeus,各位同学，大家好哇！,"안녕하신가, 학생들이여!",
,,,プリマ・ゼウス銀河学園の,Galactic Gymnasium!!! It's your student council,我是至上星主银河学园学生会长埃米尔！！！！,프리마 제우스 은하학교,
,,,生徒会長エーミールだ！！！,"president, Emile!!!!!!!!!!!!!!!!!!!", ,"학생회장, 에밀이다!!!!",
,,, , ,, ,
,,,最近報告されている学内での,I have a message for you all regarding the,最近我们收到报告称，,최근 학교 내에서 인간 관계로,
,,,人間関係トラブルについて。,"recent trouble throughout campus. Fear not,",校内有部分学生在人际关系上出现一些问题。,인한 문제에 관한 내용을 들었다.,
,,,R・カレルレンからの指示を受け、,for we will deal with it swiftly under the great,基于R·卡列伦的指示，我在学生会门口设了,"R-카렐렌의 지시에 따라, 학생회는",
,,,生徒会では新たな目安箱を設置し、,"R. Karellen's guidance… But, WE NEED",新的意见箱，今后也会加强这方面的应对！！,새 건의함을 설치해 대응 방안을,
,,,対応を強化することにした！！！！！！！,YOUR HELP! So we've set up a handy-dandy,！！！！！！,더욱 강화하기로 결정하였다!!!!!!,
,,, ,suggestion box to respond to YOUR needs!!! , , ,
,,,もしも何か起こった場合は、, ,假如你们遇到紧急情况，,만약 무슨 일이 생겼다면,
,,,遠慮なく生徒会に相談してくれ！！！,"If you see anything, please feel free to notify",请立刻联系学生会寻求帮助！！！,주저하지 말고 학생회를 찾아오도록!!!,
,,,すぐにフォローへ向かう所存だ！！！！！！,the student council at any time! Help us help,学生会长一定会立刻赶去帮忙的！！！！！！,즉시 대응에 나서겠다!!!!!!,
,,, ,you!!!!!!!!! All the support you need is just a, , ,
,,,それでは、皆が素晴らしい一日を,comment away!!!!!!! ,那么，愿诸位都能拥有美好的一天！！,"그럼, 다들 멋진 하루를",
,,,過ごせますように！！, ,,보내기 바란다!!,
,,,以上、生徒会長エーミールからの,I hope you all have a super wonderful day and,以上便是埃米尔学生会长发布的全体通知！！！,"이상, 학생회장 에밀이 보내는",
,,,全体連絡を終わるぞ！！！,keep up the good work!!!,,전체 연락 내용을 마친다!!!,
,,,,"That's all from me, your resident student",,,
,,,,council president Emile!!!!!!!!!!!!!!!!!!!!!!,,,
pc55,エーミール,**:**,［人間スコアランキング更新のお知らせ］,~Human Score Ranking Update~,［关于人类评分排行榜更新的通知］,[인간 스코어 순위 경신 공지],
,,,やあ諸君！,Hiya again to the finest student body I know!,各位好！,학생들이여!,
,,,生徒会長のエーミールだ！！！！,"It's your favorite student council president,",我是学生会长埃米尔！！！！,학생회장 에밀이다!!!!,
,,,さて、本日は人間スコアランキングの,Emile!!!,今天我想通知大家人类评分排行榜的更新情况！,"그럼, 오늘은 인간 스코어 순위",
,,,更新のお知らせだ！！！！！！！！！,And guess what???? I have a VERY exciting,！！！！！！！！！！！,경신 공지를 하러 왔다!!!!,
,,, ,human score ranking update for you all today!!!, , ,
,,,今回の得点ランキングでまたしても,WOOHOO!!!!!!!!!!!! ,本次的统计结果显示，夺得加分榜排名第一的，,이번 스코어 획득 순위 1위는,
,,,１位だったのは、我が友人でもある, ,又是我的友人——康帕聂拉同学！！！！\I[8],바로 나와 친한 사이이기도 한,
,,,「カムパネルラ」くんだ！！！！！\I[8],And now…the top of the top…,,캄파넬라다!!!!!\I[8],
,,,カムパネルラくんは自分に厳しく、,"In first place, we have my good friend",康帕聂拉同学平素严于律己、勤学上进，,캄파넬라는 자신에게 엄격하며,
,,,努力家でもあるが、一方で問題行動も多い。,Campanella!!!!!!!!!!!!!!!!!!!!!!!,不过，他也常常做出逾矩的举动。,"노력가이기도 하나, 한편으로 문제를",
,,, ,He is a bright young man who is disciplined and,, ,
,,,減点ランキングでも１位を獲得したのは,"hardworking, even if he's lost a few points over",因此呢，扣分榜的第一名也是康帕聂拉同学……,일으키는 행동도 많지. 감점 순위 1위,
,,,カムパネルラくんだ……,the course of his time studying here.,,역시 캄파넬라가 가져갔다……,
,,,彼が問題行動を抑制し、よりよいスコアを, ,为了激励他控制自己的问题行动，赚取更加优秀,너희도 캄파넬라가 문제를 일으키지,
,,,獲得できるよう,"But hey! Everyone makes mistakes, right??????",的分数，请大家向他送去慰问和祝福，称赞他的,않고 스코어를 더 얻을 수 있도록,
,,,諸君もぜひ彼の努力を讃える言葉を,I assure you that he is trying his best to control,努力吧！！！,캄파넬라에게 격려의 목소리를,
,,,かけてあげてくれ！！！,his more…impulsive behaviors in order to,,보내 다오!!!,
,,, ,prevent further score deductions. If you catch, , ,
,,,それでは、今後も人間スコアの向上に,"him around campus, please give him some",那么，请诸位继续努力提升自己的人类评分！！,"그럼, 앞으로도 더 높은 인간 스코어를",
